text,sent48,sent9,sent8,sent15,sent3,sent2,sent1,sent14,sent7,sent6,sent5,sent4,sent57,sent56,sent55,sent54,sent53,sent52,sent51,sent50,sent13,sent12,sent11,sent10,sent17,sent16,sent59,sent58,sent93,sent92,sent91,sent90,sent97,sent96,sent95,sent94,sent98,sent22,sent23,sent20,sent21,sent26,sent27,sent24,sent25,sent28,sent29,sent68,sent69,sent66,sent67,sent64,sent65,sent62,sent63,sent60,sent61,sent31,sent30,sent33,sent32,sent35,sent34,sent37,sent36,sent39,sent38,sent79,sent78,sent75,sent74,sent77,sent76,sent71,sent70,sent73,sent72,sent19,sent49,sent18,sent44,sent45,sent84,sent85,sent86,sent87,sent80,sent81,sent82,sent83,sent40,sent41,sent42,sent43,sent88,sent89,sent46,sent47,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,testWords.thisRepN,testWords.thisTrialN,testWords.thisN,testWords.thisIndex,test1,test3,test2,test5,test4,test7,test6,test9,test8,test10,realTrials.thisRepN,realTrials.thisTrialN,realTrials.thisN,realTrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_6.keys,key_resp_6.rt,wordRead.keys,wordRead.rt,key_resp_5.keys,key_resp_5.rt,questAnswer.keys,questAnswer.rt,date,frameRate,expName,session,participant,
,alten,Fahrer,man,Packung,wurden,Kilowattstunden,ich,viel,wir,Büschel,solch,Blut,den,bekannten,Wohnung,"üblichem,",jetzt,"minimalem,",Stimmung,obwohl,"reichlichem,",vierte,sprudelndes,war,bekannten,aus,landen,sind,dem,auf,die,dauerte,mit,wurden,"wertvollem,",Kilowattstunden,Farbe,"Japan,",schmutzige,den,Farbe,bei,nicht,"regelmäßigem,",Wohnung,sind,gelegentlich,richtige,Stadt,Fahrer,ausreichendem,ein,wir,solchen,immer,"Delikte,",Packung,36,immer,schon,"sämtlichem,",auf,dank,Stadt,die,man,uns,"nicht,",sprudelnden,einen,schmutziger,alten,viel,man,"trug,",Bluts,36,landen,das,die,obschon,mit,Büschel,dauerhaftem,warmem,ich,mit,ich,man,Neuwahlen,schönen,aus,bei,ich,mit,schönen,"Delikte,",ein,,,,,,,,,,,,,,,,,,,,,,,48,0,48,0,0,4,4,4,,,,,,,,,space,0.570413827896,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Krams,wurden,den,salzige,serviert.,elektrischer,leider,Lärm,um,frischen,unzureichenden,hat,roten,Skandals,des,harten,"nachgewiesen,",sauberen,ziemlich,sie,purem,Bundespräsident.,Trinkwasser.,die,Skandal,feinem,im,auf,Mann,noch,Störenfriede,ungefähr,zusätzlichem,serviert.,klassischen,elektrische,geschleudert.,die,Wäsche.,roten,geschleudert.,"frischem,",am,kaltem,des,auf,einen,"Zeit,",liegen,wurden,monatlichem,Glas,von,unzureichenden,350,derer,salziger,hätten,350,immer,künftigem,noch,täglichem,liegen,Störenfriede,eine,die,was,Trinkwassers.,gelegentlichen,Wäsche.,Kram,Lärm,eine,war,hat,würden,im,Auto,Tiere,sie,einem,frisches,feinem,weichem,mehr,einem,leider,der,vor,Wetter,seltenem,minimalem,mehr,"reichem,",Wetters,deren,Glas,,,,,,,,,,,,,,,,,,,,,,,48,0,48,0,0,5,5,5,,,,,,,,,space,0.520718097687,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,aus,verschrottet.,Soldaten,Wurst,nan,Energie.,nichts,um,die,Grases,Helmen,den,Planeten,wiedergewählt.,Herrn,Schaumstoff,dass,Kraftstoff,"vermiest,",defekt,Alkohol,nan,nan,Flut,wiedergewählt.,dichten,Müll.,jeden,mehr,eine,jeden.,drei,schwarzem,nan,Schmuck,Energie.,nan,er,nan,Planet,nan,kaltem,Hauptbahnhof.,Abduschen,Herrn,jeden,Besucher.,um,die,verschrottet.,Taschengeld,köstlichen,den,Helmen,ml,sie,Wurst,seiner,ml,ruhig,Einkommen,eine,grünen,die,jeden.,große,Stimmung,Tupperware,nan,Besucher.,nan,aus,um,große,aus,den,seiner,Müll.,mehr,artgerecht,defekt,Esslöffel,Gras,Kunsteis,Untergrund,als,Esslöffel,nichts,Soldaten,Dezember,die,dichten,täglichen,als,goldenen,die,sie,köstlicher,,,,,,,,,,,,,,,,,,,,,,,48,0,48,0,0,6,6,6,,,,,,,,,space,0.411098957062,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,dem,nan,des,mit,nan,nan,mitbringen.,jede,Probleme,zwängen.,zur,Boden,ganz,nan,Gantenbeins.,gefertigt.,das,fahren.,dass,war.,verdünnt.,nan,nan,zurückgekehrt.,nan,Stoff,nan,Fall,als,Sammlung,nan,Tage.,Kaffee,nan,umgearbeitet.,nan,nan,trug.,nan,ganz,nan,Saft,nan,gehärtet.,Gantenbein.,Fall,nan,Nadelhölzer,Slums.,nan,selber,Weins,Problemen,zur,warme,überführt,mit,Frau,warmer,diskutiert.,haftbar.,Sammlung,Tee,Slums.,nan,Menge,ziemlich,ist.,nan,nan,nan,dem,jede,Menge,Japan.,Boden,Frau,nan,als,gehalten.,war.,warmem,zwängen.,eingesprüht.,liegen.,einmal,warmen,mitbringen.,des,stattfinden.,Wohnung.,Gewebe,Einsatz,einmal,Besatz,Wohnung.,überführt,Wein,,,,,,,,,,,,,,,,,,,,,,,48,0,48,0,0,7,7,7,,,,,,,,,space,0.396032094955,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Haus,nan,zweiten,an,nan,nan,nan,Menge,im,nan,Schule.,berührt.,deutlich.,nan,nan,nan,Medikament,nan,es,nan,nan,nan,nan,nan,nan,gefertigt.,nan,genug.,gerne.,dumme,nan,nan,wiederbelebt.,nan,nan,nan,nan,nan,nan,deutlich.,nan,besprochen.,nan,nan,nan,genug.,nan,umzusetzen.,nan,nan,kaufen.,schon,im,Schule.,Milch.,wurden.,an,gepasst.,Milch.,nan,nan,dummer,wieder,nan,nan,dunkler,vermiest.,nan,nan,nan,nan,Haus,Menge,dunkle,nan,berührt.,gepasst,nan,gerne.,nan,nan,Honig,nan,nan,nan,Rilke,Honigs,nan,zweiten,nan,nan,wiederhergestellt.,sinken.,Rilke.,rekonstruiert.,nan,wurden.,schon,,,,,,,,,,,,,,,,,,,,,,,48,0,48,0,0,8,8,8,,,,,,,,,space,0.596637964249,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,48,0,,,,,,,,,,,,,,,None,,j,2.66731214523,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Wir,Die,Bei,Ich,Beträchtliche,Die,Außer,Man,In,Wir,Die,Nicht,Im,Er,Die,Alle,In,Wir,Es,Die,Die,Walter,Sie,Als,Er,Er,Viele,100,Wir,Sie,Außer,Der,Die,Beträchtliche,Die,Die,Es,Die,Dort,Im,Es,Sie,Die,Die,Die,100,Wir,Jetzt,Am,Die,Jugendliche,Bei,In,Die,In,Es,Ich,Die,In,Fernab,Manche,Sie,Ich,Am,Außer,Mit,Dass,Die,Sie,Wir,Dort,Wir,Man,Mit,Die,Nicht,Die,Viele,Wir,In,Die,Er,Wir,Die,Jungtiere,In,Er,Außer,Bei,Unter,Sie,Danach,Ihr,In,Das,Sie,Es,Bei,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,0,0,0,0,,,,,,,space,0.654599905014,space,0.42168712616,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,haben,Autos,der,nehme,Stücke,Schule,das,machte,der,mussten,Kinder,ein,Fernrohr,wurde,Gäste,Betten,einer,konnten,hat,Uhr,Lösung,Scheel,verbrauchen,die,wurde,hat,Tonnen,g,übergaben,hatte,den,Flug,müden,Stücke,Stücke,Schule,wurden,Uhr,türmen,Fernrohr,wurden,haben,Linie,Formen,Gäste,g,hatten,ist,äußersten,Autos,können,unserer,der,Kinder,den,waren,nehme,Schuhe,den,des,Kreditnehmer,hatte,wurde,äußeren,dem,dieser,es,Teilnehmerinnen,verbrauchen,hatten,türmen,haben,machte,dieser,"Uhr,",ein,Schuhe,Tonnen,übergaben,diesem,Uhr,stellt,mussten,Eislaufbahnen,sollten,meinem,stellt,dem,der,keinen,verlassen,wurde,Blutdruck,meinem,Tuch,verlassen,waren,unserer,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,0,1,1,1,,,,,,,,,space,0.386512994766,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,jede,beider,Feier,eine,saftigen,verbraucht,Essen,mal,Tat,uns,fuhren,Tropfen,sahen,trotz,suchen,wurden,Studie,dann,uns,schlug,wird,war,60,Sonne,trotz,ein,gebrauchte,brauner,das,keine,Bürgermeister,zum,Teilnehmer,saftiges,wurden,verbraucht,Eimer,war,sich,sahen,Eimer,die,101,wurden,suchen,braunen,in,genau,Rand,beider,Kleidung,Ankunft,Tat,fuhren,Kakao,nur,eine,in,Kakao,Rummels,sind,keine,damals,Rand,Bürgermeister,Methode,"regnete,",wussten,60,in,sich,jede,mal,Methode,die,Tropfen,in,gebrauchter,dem,Zirkus,schlug,die,uns,wurden,immer,Studium,die,Essen,Feier,Umständen,wegen,die,kann,Studium,wurde,wegen,nur,Ankunft,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,0,2,2,2,,,,,,,,,space,0.396842956543,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Menge,beteiligter,gedachte,große,Fleischs,260.000,kann,wieder,wissen,durch,mit,königliches,wir,des,die,mit,wurde,mit,die,"sporadisch,",mit,der,Liter,"unterging,",dem,Hemd,Kleidung,Zucker,Auto,Lust,beschuldigten,Mond,wurden,Fleisch,aus,260.000,roter,aus,Berge,wir,rote,Erlebnisse,hält,unter,die,Zuckers,Dänemark,die,der,beteiligten,bei,stand,wissen,mit,gehören,kleinere,große,Größe,gehören,wurde,mit,Lust,schnell,der,beschuldigten,kann,hat,überwiegend,Liter,Dänemark,Berge,Menge,wieder,kann,er,königlichen,Größe,Kleidung,Mann,werden,"sporadisch,",Masse,durch,mit,auf,habe,Masse,kann,gedachte,können,dem,Leinwand,schon,las,dann,des,kleinere,stand,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,0,3,3,3,,,,,,,,,space,0.48877286911,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,alten,Fahrer,man,Packung,wurden,Kilowattstunden,ich,viel,wir,Büschel,solch,Blut,den,bekannten,Wohnung,"üblichem,",jetzt,"minimalem,",Stimmung,obwohl,"reichlichem,",vierte,sprudelndes,war,bekannten,aus,landen,sind,dem,auf,die,dauerte,mit,wurden,"wertvollem,",Kilowattstunden,Farbe,"Japan,",schmutzige,den,Farbe,bei,nicht,"regelmäßigem,",Wohnung,sind,gelegentlich,richtige,Stadt,Fahrer,ausreichendem,ein,wir,solchen,immer,"Delikte,",Packung,36,immer,schon,"sämtlichem,",auf,dank,Stadt,die,man,uns,"nicht,",sprudelnden,einen,schmutziger,alten,viel,man,"trug,",Bluts,36,landen,das,die,obschon,mit,Büschel,dauerhaftem,warmem,ich,mit,ich,man,Neuwahlen,schönen,aus,bei,ich,mit,schönen,"Delikte,",ein,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,0,4,4,4,,,,,,,,,space,0.386155128479,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Krams,wurden,den,salzige,serviert.,elektrischer,leider,Lärm,um,frischen,unzureichenden,hat,roten,Skandals,des,harten,"nachgewiesen,",sauberen,ziemlich,sie,purem,Bundespräsident.,Trinkwasser.,die,Skandal,feinem,im,auf,Mann,noch,Störenfriede,ungefähr,zusätzlichem,serviert.,klassischen,elektrische,geschleudert.,die,Wäsche.,roten,geschleudert.,"frischem,",am,kaltem,des,auf,einen,"Zeit,",liegen,wurden,monatlichem,Glas,von,unzureichenden,350,derer,salziger,hätten,350,immer,künftigem,noch,täglichem,liegen,Störenfriede,eine,die,was,Trinkwassers.,gelegentlichen,Wäsche.,Kram,Lärm,eine,war,hat,würden,im,Auto,Tiere,sie,einem,frisches,feinem,weichem,mehr,einem,leider,der,vor,Wetter,seltenem,minimalem,mehr,"reichem,",Wetters,deren,Glas,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,0,5,5,5,,,,,,,,,space,0.351967096329,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,aus,verschrottet.,Soldaten,Wurst,nan,Energie.,nichts,um,die,Grases,Helmen,den,Planeten,wiedergewählt.,Herrn,Schaumstoff,dass,Kraftstoff,"vermiest,",defekt,Alkohol,nan,nan,Flut,wiedergewählt.,dichten,Müll.,jeden,mehr,eine,jeden.,drei,schwarzem,nan,Schmuck,Energie.,nan,er,nan,Planet,nan,kaltem,Hauptbahnhof.,Abduschen,Herrn,jeden,Besucher.,um,die,verschrottet.,Taschengeld,köstlichen,den,Helmen,ml,sie,Wurst,seiner,ml,ruhig,Einkommen,eine,grünen,die,jeden.,große,Stimmung,Tupperware,nan,Besucher.,nan,aus,um,große,aus,den,seiner,Müll.,mehr,artgerecht,defekt,Esslöffel,Gras,Kunsteis,Untergrund,als,Esslöffel,nichts,Soldaten,Dezember,die,dichten,täglichen,als,goldenen,die,sie,köstlicher,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,0,6,6,6,,,,,,,,,space,0.373404026031,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,dem,nan,des,mit,nan,nan,mitbringen.,jede,Probleme,zwängen.,zur,Boden,ganz,nan,Gantenbeins.,gefertigt.,das,fahren.,dass,war.,verdünnt.,nan,nan,zurückgekehrt.,nan,Stoff,nan,Fall,als,Sammlung,nan,Tage.,Kaffee,nan,umgearbeitet.,nan,nan,trug.,nan,ganz,nan,Saft,nan,gehärtet.,Gantenbein.,Fall,nan,Nadelhölzer,Slums.,nan,selber,Weins,Problemen,zur,warme,überführt,mit,Frau,warmer,diskutiert.,haftbar.,Sammlung,Tee,Slums.,nan,Menge,ziemlich,ist.,nan,nan,nan,dem,jede,Menge,Japan.,Boden,Frau,nan,als,gehalten.,war.,warmem,zwängen.,eingesprüht.,liegen.,einmal,warmen,mitbringen.,des,stattfinden.,Wohnung.,Gewebe,Einsatz,einmal,Besatz,Wohnung.,überführt,Wein,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,0,7,7,7,,,,,,,,,space,0.399324893951,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,,,,,,,,,,,,,,,None,,n,3.69033885002,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Wir,Die,Bei,Ich,Beträchtliche,Die,Außer,Man,In,Wir,Die,Nicht,Im,Er,Die,Alle,In,Wir,Es,Die,Die,Walter,Sie,Als,Er,Er,Viele,100,Wir,Sie,Außer,Der,Die,Beträchtliche,Die,Die,Es,Die,Dort,Im,Es,Sie,Die,Die,Die,100,Wir,Jetzt,Am,Die,Jugendliche,Bei,In,Die,In,Es,Ich,Die,In,Fernab,Manche,Sie,Ich,Am,Außer,Mit,Dass,Die,Sie,Wir,Dort,Wir,Man,Mit,Die,Nicht,Die,Viele,Wir,In,Die,Er,Wir,Die,Jungtiere,In,Er,Außer,Bei,Unter,Sie,Danach,Ihr,In,Das,Sie,Es,Bei,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,0,0,0,0,,,,,,,space,0.972992897034,space,0.43786907196,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,haben,Autos,der,nehme,Stücke,Schule,das,machte,der,mussten,Kinder,ein,Fernrohr,wurde,Gäste,Betten,einer,konnten,hat,Uhr,Lösung,Scheel,verbrauchen,die,wurde,hat,Tonnen,g,übergaben,hatte,den,Flug,müden,Stücke,Stücke,Schule,wurden,Uhr,türmen,Fernrohr,wurden,haben,Linie,Formen,Gäste,g,hatten,ist,äußersten,Autos,können,unserer,der,Kinder,den,waren,nehme,Schuhe,den,des,Kreditnehmer,hatte,wurde,äußeren,dem,dieser,es,Teilnehmerinnen,verbrauchen,hatten,türmen,haben,machte,dieser,"Uhr,",ein,Schuhe,Tonnen,übergaben,diesem,Uhr,stellt,mussten,Eislaufbahnen,sollten,meinem,stellt,dem,der,keinen,verlassen,wurde,Blutdruck,meinem,Tuch,verlassen,waren,unserer,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,0,1,1,1,,,,,,,,,space,0.542115926743,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,jede,beider,Feier,eine,saftigen,verbraucht,Essen,mal,Tat,uns,fuhren,Tropfen,sahen,trotz,suchen,wurden,Studie,dann,uns,schlug,wird,war,60,Sonne,trotz,ein,gebrauchte,brauner,das,keine,Bürgermeister,zum,Teilnehmer,saftiges,wurden,verbraucht,Eimer,war,sich,sahen,Eimer,die,101,wurden,suchen,braunen,in,genau,Rand,beider,Kleidung,Ankunft,Tat,fuhren,Kakao,nur,eine,in,Kakao,Rummels,sind,keine,damals,Rand,Bürgermeister,Methode,"regnete,",wussten,60,in,sich,jede,mal,Methode,die,Tropfen,in,gebrauchter,dem,Zirkus,schlug,die,uns,wurden,immer,Studium,die,Essen,Feier,Umständen,wegen,die,kann,Studium,wurde,wegen,nur,Ankunft,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,0,2,2,2,,,,,,,,,space,0.385830879211,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Menge,beteiligter,gedachte,große,Fleischs,260.000,kann,wieder,wissen,durch,mit,königliches,wir,des,die,mit,wurde,mit,die,"sporadisch,",mit,der,Liter,"unterging,",dem,Hemd,Kleidung,Zucker,Auto,Lust,beschuldigten,Mond,wurden,Fleisch,aus,260.000,roter,aus,Berge,wir,rote,Erlebnisse,hält,unter,die,Zuckers,Dänemark,die,der,beteiligten,bei,stand,wissen,mit,gehören,kleinere,große,Größe,gehören,wurde,mit,Lust,schnell,der,beschuldigten,kann,hat,überwiegend,Liter,Dänemark,Berge,Menge,wieder,kann,er,königlichen,Größe,Kleidung,Mann,werden,"sporadisch,",Masse,durch,mit,auf,habe,Masse,kann,gedachte,können,dem,Leinwand,schon,las,dann,des,kleinere,stand,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,0,3,3,3,,,,,,,,,space,0.402111053467,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,alten,Fahrer,man,Packung,wurden,Kilowattstunden,ich,viel,wir,Büschel,solch,Blut,den,bekannten,Wohnung,"üblichem,",jetzt,"minimalem,",Stimmung,obwohl,"reichlichem,",vierte,sprudelndes,war,bekannten,aus,landen,sind,dem,auf,die,dauerte,mit,wurden,"wertvollem,",Kilowattstunden,Farbe,"Japan,",schmutzige,den,Farbe,bei,nicht,"regelmäßigem,",Wohnung,sind,gelegentlich,richtige,Stadt,Fahrer,ausreichendem,ein,wir,solchen,immer,"Delikte,",Packung,36,immer,schon,"sämtlichem,",auf,dank,Stadt,die,man,uns,"nicht,",sprudelnden,einen,schmutziger,alten,viel,man,"trug,",Bluts,36,landen,das,die,obschon,mit,Büschel,dauerhaftem,warmem,ich,mit,ich,man,Neuwahlen,schönen,aus,bei,ich,mit,schönen,"Delikte,",ein,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,0,4,4,4,,,,,,,,,space,0.426174163818,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Krams,wurden,den,salzige,serviert.,elektrischer,leider,Lärm,um,frischen,unzureichenden,hat,roten,Skandals,des,harten,"nachgewiesen,",sauberen,ziemlich,sie,purem,Bundespräsident.,Trinkwasser.,die,Skandal,feinem,im,auf,Mann,noch,Störenfriede,ungefähr,zusätzlichem,serviert.,klassischen,elektrische,geschleudert.,die,Wäsche.,roten,geschleudert.,"frischem,",am,kaltem,des,auf,einen,"Zeit,",liegen,wurden,monatlichem,Glas,von,unzureichenden,350,derer,salziger,hätten,350,immer,künftigem,noch,täglichem,liegen,Störenfriede,eine,die,was,Trinkwassers.,gelegentlichen,Wäsche.,Kram,Lärm,eine,war,hat,würden,im,Auto,Tiere,sie,einem,frisches,feinem,weichem,mehr,einem,leider,der,vor,Wetter,seltenem,minimalem,mehr,"reichem,",Wetters,deren,Glas,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,0,5,5,5,,,,,,,,,space,0.392647027969,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,aus,verschrottet.,Soldaten,Wurst,nan,Energie.,nichts,um,die,Grases,Helmen,den,Planeten,wiedergewählt.,Herrn,Schaumstoff,dass,Kraftstoff,"vermiest,",defekt,Alkohol,nan,nan,Flut,wiedergewählt.,dichten,Müll.,jeden,mehr,eine,jeden.,drei,schwarzem,nan,Schmuck,Energie.,nan,er,nan,Planet,nan,kaltem,Hauptbahnhof.,Abduschen,Herrn,jeden,Besucher.,um,die,verschrottet.,Taschengeld,köstlichen,den,Helmen,ml,sie,Wurst,seiner,ml,ruhig,Einkommen,eine,grünen,die,jeden.,große,Stimmung,Tupperware,nan,Besucher.,nan,aus,um,große,aus,den,seiner,Müll.,mehr,artgerecht,defekt,Esslöffel,Gras,Kunsteis,Untergrund,als,Esslöffel,nichts,Soldaten,Dezember,die,dichten,täglichen,als,goldenen,die,sie,köstlicher,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,0,6,6,6,,,,,,,,,space,0.369038820267,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,dem,nan,des,mit,nan,nan,mitbringen.,jede,Probleme,zwängen.,zur,Boden,ganz,nan,Gantenbeins.,gefertigt.,das,fahren.,dass,war.,verdünnt.,nan,nan,zurückgekehrt.,nan,Stoff,nan,Fall,als,Sammlung,nan,Tage.,Kaffee,nan,umgearbeitet.,nan,nan,trug.,nan,ganz,nan,Saft,nan,gehärtet.,Gantenbein.,Fall,nan,Nadelhölzer,Slums.,nan,selber,Weins,Problemen,zur,warme,überführt,mit,Frau,warmer,diskutiert.,haftbar.,Sammlung,Tee,Slums.,nan,Menge,ziemlich,ist.,nan,nan,nan,dem,jede,Menge,Japan.,Boden,Frau,nan,als,gehalten.,war.,warmem,zwängen.,eingesprüht.,liegen.,einmal,warmen,mitbringen.,des,stattfinden.,Wohnung.,Gewebe,Einsatz,einmal,Besatz,Wohnung.,überführt,Wein,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,0,7,7,7,,,,,,,,,space,0.369243860245,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Haus,nan,zweiten,an,nan,nan,nan,Menge,im,nan,Schule.,berührt.,deutlich.,nan,nan,nan,Medikament,nan,es,nan,nan,nan,nan,nan,nan,gefertigt.,nan,genug.,gerne.,dumme,nan,nan,wiederbelebt.,nan,nan,nan,nan,nan,nan,deutlich.,nan,besprochen.,nan,nan,nan,genug.,nan,umzusetzen.,nan,nan,kaufen.,schon,im,Schule.,Milch.,wurden.,an,gepasst.,Milch.,nan,nan,dummer,wieder,nan,nan,dunkler,vermiest.,nan,nan,nan,nan,Haus,Menge,dunkle,nan,berührt.,gepasst,nan,gerne.,nan,nan,Honig,nan,nan,nan,Rilke,Honigs,nan,zweiten,nan,nan,wiederhergestellt.,sinken.,Rilke.,rekonstruiert.,nan,wurden.,schon,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,0,8,8,8,,,,,,,,,space,0.370010137558,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,geschafft.,nan,Weltkriegs.,den,nan,nan,nan,heiße,Landkreis.,nan,nan,nan,nan,nan,nan,nan,nicht,nan,regnete.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Sprüche.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,auf,Landkreis.,nan,nan,nan,den,nan,nan,nan,nan,Sprüche.,fit.,nan,nan,Materie,nan,nan,nan,nan,nan,geschafft.,heißer,Materie,nan,nan,haben.,nan,nan,nan,nan,her.,nan,nan,nan,gelesen.,her.,nan,Weltkriegs.,nan,nan,nan,nan,nan,nan,nan,nan,auf,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,0,9,9,9,,,,,,,,,space,0.433977127075,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,,,,,,,,,,,,,,,None,,j,1.37275695801,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Wir,Die,Bei,Ich,Beträchtliche,Die,Außer,Man,In,Wir,Die,Nicht,Im,Er,Die,Alle,In,Wir,Es,Die,Die,Walter,Sie,Als,Er,Er,Viele,100,Wir,Sie,Außer,Der,Die,Beträchtliche,Die,Die,Es,Die,Dort,Im,Es,Sie,Die,Die,Die,100,Wir,Jetzt,Am,Die,Jugendliche,Bei,In,Die,In,Es,Ich,Die,In,Fernab,Manche,Sie,Ich,Am,Außer,Mit,Dass,Die,Sie,Wir,Dort,Wir,Man,Mit,Die,Nicht,Die,Viele,Wir,In,Die,Er,Wir,Die,Jungtiere,In,Er,Außer,Bei,Unter,Sie,Danach,Ihr,In,Das,Sie,Es,Bei,,,,,,,,,,,,,,,,,,,,,,,51,0,51,0,0,0,0,0,,,,,,,space,1.2249019146,space,0.487303972244,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,haben,Autos,der,nehme,Stücke,Schule,das,machte,der,mussten,Kinder,ein,Fernrohr,wurde,Gäste,Betten,einer,konnten,hat,Uhr,Lösung,Scheel,verbrauchen,die,wurde,hat,Tonnen,g,übergaben,hatte,den,Flug,müden,Stücke,Stücke,Schule,wurden,Uhr,türmen,Fernrohr,wurden,haben,Linie,Formen,Gäste,g,hatten,ist,äußersten,Autos,können,unserer,der,Kinder,den,waren,nehme,Schuhe,den,des,Kreditnehmer,hatte,wurde,äußeren,dem,dieser,es,Teilnehmerinnen,verbrauchen,hatten,türmen,haben,machte,dieser,"Uhr,",ein,Schuhe,Tonnen,übergaben,diesem,Uhr,stellt,mussten,Eislaufbahnen,sollten,meinem,stellt,dem,der,keinen,verlassen,wurde,Blutdruck,meinem,Tuch,verlassen,waren,unserer,,,,,,,,,,,,,,,,,,,,,,,51,0,51,0,0,1,1,1,,,,,,,,,space,0.332849979401,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
